Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Myoporum bontioides voucher MELU pending plastid, complete genome",Myoporum bontioides,368,368,99%,2.999999999999999e-97,96.83,151742,MN044642.1
"Myoporum laetum voucher MPN51304 plastid, complete genome",Myoporum laetum,368,368,99%,2.999999999999999e-97,96.83,151725,MN044641.1
"Clinopodium chinense chloroplast, complete genome",Clinopodium chinense,368,368,99%,2.999999999999999e-97,96.83,151989,MT012413.1
"Salvia plebeia chloroplast, complete genome",Salvia plebeia,368,368,99%,2.999999999999999e-97,96.83,151062,MN834131.1
"Salvia yunnanensis chloroplast, complete genome",Salvia yunnanensis,368,368,99%,2.999999999999999e-97,96.83,151413,MN520026.1
"Salvia splendens chloroplast, complete genome",Salvia splendens,368,368,99%,2.999999999999999e-97,96.83,150604,MN520024.1
"Salvia sclarea chloroplast, complete genome",Salvia sclarea,368,368,99%,2.999999999999999e-97,96.83,151268,MN520023.1
"Salvia officinalis chloroplast, complete genome",Salvia officinalis,368,368,99%,2.999999999999999e-97,96.83,151135,MN520021.1
"Salvia nilotica chloroplast, complete genome",Salvia nilotica,368,368,99%,2.999999999999999e-97,96.83,151450,MN520020.1
"Salvia merjamie chloroplast, complete genome",Salvia merjamie,368,368,99%,2.999999999999999e-97,96.83,151286,MN520019.1
"Salvia meiliensis chloroplast, complete genome",Salvia meiliensis,368,368,99%,2.999999999999999e-97,96.83,151614,MN520018.1
"Salvia digitaloides chloroplast, complete genome",Salvia digitaloides,368,368,99%,2.999999999999999e-97,96.83,152159,MN520016.1
"Paederia scandens voucher ZH026 chloroplast, complete genome",Paederia scandens,365,365,100%,9.999999999999997e-97,96.4,153626,MN567112.1
"Scyphiphora hydrophyllacea chloroplast, complete genome",Scyphiphora hydrophyllacea,365,365,100%,9.999999999999997e-97,96.4,155132,MN390972.1
"Sonchus asper isolate VIL-1 chloroplast, complete genome",Sonchus asper,365,365,100%,9.999999999999997e-97,96.4,151849,NC_048510.1
"Sonchus oleraceus chloroplast, complete genome",Sonchus oleraceus,365,365,100%,9.999999999999997e-97,96.4,151849,NC_048452.1
"Cirsium shansiense chloroplast, complete genome",Cirsium shansiense,365,365,100%,9.999999999999997e-97,96.4,152396,MN871982.1
"Uncaria rhynchophylla chloroplast, complete genome",Uncaria rhynchophylla,365,365,100%,9.999999999999997e-97,96.4,154605,MN723865.1
"Sonchus asper isolate MAR-1 chloroplast, complete genome",Sonchus asper,365,365,100%,9.999999999999997e-97,96.4,151849,MK371016.1
"Sonchus asper isolate VIL-1 chloroplast, complete genome",Sonchus asper,365,365,100%,9.999999999999997e-97,96.4,151849,MK371015.1
"Sonchus oleraceus isolate MAR-1 chloroplast, complete genome",Sonchus oleraceus,365,365,100%,9.999999999999997e-97,96.4,151808,MK371006.1
"Sonchus oleraceus chloroplast, complete genome",Sonchus oleraceus,365,365,100%,9.999999999999997e-97,96.4,151849,MH908962.1
"Mitchella repens chloroplast, partial genome",Mitchella repens,365,365,100%,9.999999999999997e-97,96.4,127664,KY378710.1
"Luculia grandifolia chloroplast, partial genome",Luculia grandifolia,365,365,100%,9.999999999999997e-97,96.4,129082,KY378705.1
"Craterispermum sp. 1 Eriksson et al. 999 chloroplast, partial genome",Craterispermum sp. 1 Eriksson et al. 999,365,365,100%,9.999999999999997e-97,96.4,128233,KY378698.1
"Argostemma yappii chloroplast, partial genome",Argostemma yappii,365,365,100%,9.999999999999997e-97,96.4,127952,KY378693.1
"Paederia foetida chloroplast, partial genome",Paederia foetida,365,365,100%,9.999999999999997e-97,96.4,126160,KY378691.1
"Anthospermum spathulatum chloroplast, partial genome",Anthospermum spathulatum,365,365,100%,9.999999999999997e-97,96.4,127269,KY378687.1
"Scyphiphora hydrophyllacea chloroplast, partial genome",Scyphiphora hydrophyllacea,365,365,100%,9.999999999999997e-97,96.4,129262,KY378668.1
"Ixeris polycephala chloroplast, complete genome",Ixeris polycephala,365,365,100%,9.999999999999997e-97,96.4,152776,NC_046514.1
"Ixeris polycephala chloroplast, complete genome",Ixeris polycephala,365,365,100%,9.999999999999997e-97,96.4,152776,MK358415.1
"Cirsium japonicum chloroplast, complete genome",Cirsium japonicum,365,365,100%,9.999999999999997e-97,96.4,152606,MH778960.1
"Cirsium rhinoceros chloroplast, complete genome",Cirsium rhinoceros,365,365,100%,9.999999999999997e-97,96.4,152576,NC_044423.1
"Cirsium rhinoceros chloroplast, complete genome",Cirsium rhinoceros,365,365,100%,9.999999999999997e-97,96.4,152576,MK922360.1
"Sonchus acaulis chloroplast, complete genome",Sonchus acaulis,365,365,100%,9.999999999999997e-97,96.4,152071,NC_042382.1
"Sonchus canariensis chloroplast, complete genome",Sonchus canariensis,365,365,100%,9.999999999999997e-97,96.4,152075,NC_042381.1
"Arctium lappa voucher RW741 chloroplast, complete genome",Arctium lappa,365,365,100%,9.999999999999997e-97,96.4,152708,NC_042724.1
"Sonchus boulosii chloroplast, complete genome",Sonchus boulosii,365,365,100%,9.999999999999997e-97,96.4,152016,NC_042244.1
"Sonchus acaulis chloroplast, complete genome",Sonchus acaulis,365,365,100%,9.999999999999997e-97,96.4,152071,MK033507.1
"Sonchus canariensis chloroplast, complete genome",Sonchus canariensis,365,365,100%,9.999999999999997e-97,96.4,152075,MK033506.1
"Sonchus boulosii chloroplast, complete genome",Sonchus boulosii,365,365,100%,9.999999999999997e-97,96.4,152016,MK016665.1
"152431 bp DNA Helichrysum italicum chloroplast, complete genome",Helichrysum italicum,365,365,100%,9.999999999999997e-97,96.4,152431,NC_041458.1
"Menyanthes trifoliata chloroplast, complete genome",Menyanthes trifoliata,365,365,100%,9.999999999999997e-97,96.4,154313,NC_041436.1
"Menyanthes trifoliata chloroplast, complete genome",Menyanthes trifoliata,365,365,100%,9.999999999999997e-97,96.4,154313,MH201540.1
"152431 bp DNA Helichrysum italicum chloroplast, complete genome",Helichrysum italicum,365,365,100%,9.999999999999997e-97,96.4,152431,MK089797.1
"Arctium lappa chloroplast, complete genome",Arctium lappa,365,365,100%,9.999999999999997e-97,96.4,152767,MH375874.1
"Strempeliopsis strempelioides chloroplast, partial genome",Strempeliopsis strempelioides,365,365,100%,9.999999999999997e-97,96.4,123835,MG963249.1
"Pachypodium baronii chloroplast, partial genome",Pachypodium baronii,365,365,100%,9.999999999999997e-97,96.4,128851,MG963235.1
"Cirsium vulgare plastid, complete genome",Cirsium vulgare,365,365,100%,9.999999999999997e-97,96.4,152567,KY562585.1
"Cirsium eriophorum plastid, complete genome",Cirsium eriophorum,365,365,100%,9.999999999999997e-97,96.4,152557,KY562584.1
"Anaphalis sinica chloroplast, complete genome",Anaphalis sinica,365,365,100%,9.999999999999997e-97,96.4,152718,KX148081.1
"Carthamus tinctorius chloroplast, complete genome",Carthamus tinctorius,365,365,100%,9.999999999999997e-97,96.4,152938,KX822074.1
"Taraxacum officinale chloroplast, complete genome",Taraxacum officinale,365,365,100%,9.999999999999997e-97,96.4,151299,KX198561.1
"Taraxacum kok-saghyz chloroplast, complete genome",Taraxacum kok-saghyz,365,365,100%,9.999999999999997e-97,96.4,151338,KX198560.1
"Taraxacum brevicorniculatum chloroplast, complete genome",Taraxacum brevicorniculatum,365,365,100%,9.999999999999997e-97,96.4,151282,KX198559.1
"Taraxacum amplum isolate A978 chloroplast, complete genome",Taraxacum amplum,365,365,100%,9.999999999999997e-97,96.4,151349,KX499525.1
"Taraxacum obtusifrons isolate O978 chloroplast, complete genome",Taraxacum obtusifrons,365,365,100%,9.999999999999997e-97,96.4,151322,KX499524.1
"Taraxacum sp. RHS-2016 chloroplast, complete genome",Taraxacum sp. RHS-2016,365,365,100%,9.999999999999997e-97,96.4,151322,KX499523.1
"Taraxacum mongolicum chloroplast, complete genome",Taraxacum mongolicum,365,365,100%,9.999999999999997e-97,96.4,151451,KU736961.1
"Taraxacum platycarpum chloroplast, complete genome",Taraxacum platycarpum,365,365,100%,9.999999999999997e-97,96.4,151307,KU736960.1
"Taraxacum officinale chloroplast, complete genome",Taraxacum officinale,365,365,100%,9.999999999999997e-97,96.4,151324,KU361241.1
"Carthamus tinctorius chloroplast, complete genome",Carthamus tinctorius,365,365,100%,9.999999999999997e-97,96.4,153114,KM207677.1
"Cynara syriaca chloroplast, partial genome",Cynara syriaca,365,365,100%,9.999999999999997e-97,96.4,101357,KP842722.1
"Cynara cardunculus var. sylvestris chloroplast, complete genome",Cynara cardunculus var. sylvestris,365,365,100%,9.999999999999997e-97,96.4,152528,KP842721.1
"Cynara cardunculus var. sylvestris chloroplast, complete genome",Cynara cardunculus var. sylvestris,365,365,100%,9.999999999999997e-97,96.4,152527,KP842720.1
"Cynara cardunculus var. sylvestris chloroplast, complete genome",Cynara cardunculus var. sylvestris,365,365,100%,9.999999999999997e-97,96.4,152501,KP842718.1
"Cynara cardunculus var. sylvestris chloroplast, complete genome",Cynara cardunculus var. sylvestris,365,365,100%,9.999999999999997e-97,96.4,152510,KP842717.1
"Cynara cardunculus var. sylvestris chloroplast, complete genome",Cynara cardunculus var. sylvestris,365,365,100%,9.999999999999997e-97,96.4,152503,KP842716.1
"Cynara cardunculus var. sylvestris chloroplast, complete genome",Cynara cardunculus var. sylvestris,365,365,100%,9.999999999999997e-97,96.4,152509,KP842715.1
"Cynara cardunculus var. sylvestris chloroplast, complete genome",Cynara cardunculus var. sylvestris,365,365,100%,9.999999999999997e-97,96.4,152502,KP842714.1
"Cynara cardunculus var. scolymus cultivar Romanesco chloroplast, complete genome",Cynara cardunculus var. scolymus,365,365,100%,9.999999999999997e-97,96.4,152462,KP842710.1
"Cynara cardunculus var. scolymus chloroplast, complete genome",Cynara cardunculus var. scolymus,365,365,100%,9.999999999999997e-97,96.4,152462,KP842709.1
"Cynara cardunculus var. scolymus chloroplast, complete genome",Cynara cardunculus var. scolymus,365,365,100%,9.999999999999997e-97,96.4,152529,KP842708.1
"Cynara cornigera chloroplast, complete genome",Cynara cornigera,365,365,100%,9.999999999999997e-97,96.4,152550,KP842707.1
"Cynara baetica chloroplast, complete genome",Cynara baetica,365,365,100%,9.999999999999997e-97,96.4,152548,KP842706.1
"Cynara cardunculus var. altilis cultivar Verde de Peralta chloroplast, complete genome",Cynara cardunculus var. altilis,365,365,100%,9.999999999999997e-97,96.4,152511,KP842705.1
"Cynara cardunculus var. altilis cultivar Bianco Avorio chloroplast, complete genome",Cynara cardunculus var. altilis,365,365,100%,9.999999999999997e-97,96.4,152510,KP842704.1
"Carduus nutans voucher Aust 168 photosystem II protein H (psbH) gene, complete cds; plastid",Carduus nutans,365,365,100%,9.999999999999997e-97,96.4,222,KT177746.1
Cirsium canescens voucher Steele 1302 plastid sequence,Cirsium canescens,365,365,100%,9.999999999999997e-97,96.4,63385,KP126892.1
Cirsium altissimum voucher Steele 1219 plastid sequence,Cirsium altissimum,365,365,100%,9.999999999999997e-97,96.4,63397,KP126883.1
Antennaria neglecta voucher Steele 1258 plastid sequence,Antennaria neglecta,365,365,100%,9.999999999999997e-97,96.4,63394,KP126879.1
Cirsium undulatum voucher Steele 1355 plastid sequence,Cirsium undulatum,365,365,100%,9.999999999999997e-97,96.4,63376,KP126875.1
Antennaria howellii voucher Steele 1262 plastid sequence,Antennaria howellii,365,365,100%,9.999999999999997e-97,96.4,63388,KP126874.1
"Cynara humilis chloroplast, complete genome",Cynara humilis,365,365,100%,9.999999999999997e-97,96.4,152585,KP299292.1
"Cynara cardunculus var. scolymus chloroplast, complete genome",Cynara cardunculus var. scolymus,365,365,100%,9.999999999999997e-97,96.4,152529,KM035764.1
"Periploca sepium voucher T. Livshultz s.n. 28.VII.2009 (PH) plastid, partial genome",Periploca sepium,365,365,100%,9.999999999999997e-97,96.4,143188,KJ953910.1
"Anaphalis margaritacea var. yedoensis L8 chloroplast DNA, complete genome",Anaphalis margaritacea var. yedoensis,365,365,100%,9.999999999999997e-97,96.4,153231,LC656264.1
"Cyanthillium cinereum chloroplast, complete genome",Cyanthillium cinereum,365,365,100%,9.999999999999997e-97,96.4,152434,MZ958830.1
"Periploca forrestii chloroplast, complete genome",Periploca forrestii,365,365,100%,9.999999999999997e-97,96.4,154140,MZ557568.1
"Pseudognaphalium luteoalbum voucher CHR:639433 plastid, partial genome",Pseudognaphalium luteoalbum,365,365,100%,9.999999999999997e-97,96.4,153072,MT271604.1
"Pseudognaphalium sp. RS-2021 plastid, complete genome",Pseudognaphalium sp. RS-2021,365,365,100%,9.999999999999997e-97,96.4,152903,MK421603.1
"Centaurea diffusa chloroplast, complete genome",Centaurea diffusa,365,365,100%,9.999999999999997e-97,96.4,152559,KJ690264.1
"Cirsium japonicum var. ussuriense voucher TKMII-10-1 chloroplast, complete genome",Cirsium japonicum var. ussuriense,365,365,100%,9.999999999999997e-97,96.4,152578,MW659448.1
"Xanthopappus subacaulis chloroplast, complete genome",Xanthopappus subacaulis,365,365,100%,9.999999999999997e-97,96.4,153297,MT643189.1
"Cuttsia viburnea voucher MEL2415832 chloroplast, partial genome",Cuttsia viburnea,365,365,100%,9.999999999999997e-97,96.4,161807,MW246787.1
"Aucuba eriobotryifolia chloroplast, complete genome",Aucuba eriobotryifolia,365,365,100%,9.999999999999997e-97,96.4,158113,NC_058873.1
"Aucuba chlorascens chloroplast, complete genome",Aucuba chlorascens,365,365,100%,9.999999999999997e-97,96.4,158084,NC_058872.1
"Sonchus brachyotus chloroplast, complete genome",Sonchus brachyotus,365,365,100%,9.999999999999997e-97,96.4,151977,MT850048.1
"Sonchus brachyotus chloroplast, complete genome",Sonchus brachyotus,365,365,100%,9.999999999999997e-97,96.4,152144,NC_058614.1
"Sonchus bupleuroides isolate SB2785v3 chloroplast, complete genome",Sonchus bupleuroides,365,365,100%,9.999999999999997e-97,96.4,152350,MK371017.1
"Sonchus fragilis isolate D-37 chloroplast, complete genome",Sonchus fragilis,365,365,100%,9.999999999999997e-97,96.4,152363,MK371013.1
"Sonchus grandifolius chloroplast, complete genome",Sonchus grandifolius,365,365,100%,9.999999999999997e-97,96.4,152254,MK371012.1
"Sonchus masguindalii chloroplast, complete genome",Sonchus masguindalii,365,365,100%,9.999999999999997e-97,96.4,152392,MK371010.1
"Sonchus megalocarpus isolate PCH18005-2 chloroplast, complete genome",Sonchus megalocarpus,365,365,100%,9.999999999999997e-97,96.4,152246,MK371009.1
"Sonchus novae-zelandiae chloroplast, complete genome",Sonchus novae-zelandiae,365,365,100%,9.999999999999997e-97,96.4,152443,MK371007.1
"Sonchus pustulatus isolate ANT-7 chloroplast, complete genome",Sonchus pustulatus,365,365,100%,9.999999999999997e-97,96.4,152038,MK371004.1
"Sonchus pustulatus isolate KAN-12 chloroplast, complete genome",Sonchus pustulatus,365,365,100%,9.999999999999997e-97,96.4,152027,MK371003.1
"Sonchus tenerrimus isolate GNL4/15 chloroplast, complete genome",Sonchus tenerrimus,365,365,100%,9.999999999999997e-97,96.4,151923,MK371002.1
"Cirsium nipponicum chloroplast, complete genome",Cirsium nipponicum,365,365,100%,9.999999999999997e-97,96.4,152586,MW248139.1
"Centipeda minima chloroplast, complete genome",Centipeda minima,365,365,100%,9.999999999999997e-97,96.4,152351,MZ169540.1
"Acmella paniculata chloroplast, complete genome",Acmella paniculata,365,365,100%,9.999999999999997e-97,96.4,152117,MZ292978.1
"Pseudognaphalium affine chloroplast, complete genome",Pseudognaphalium affine,365,365,100%,9.999999999999997e-97,96.4,151573,MW762594.1
"Sonchus leptocephalus chloroplast, complete genome",Sonchus leptocephalus,365,365,100%,9.999999999999997e-97,96.4,152406,MN334533.1
"Centaurea maculosa chloroplast, complete genome",Centaurea maculosa,365,365,100%,9.999999999999997e-97,96.4,152518,MN228501.1
"Pseudognaphalium sandwicensium var. molokaiense voucher CHR:639322 chloroplast, complete genome",Pseudognaphalium sandwicensium var. molokaiense,365,365,100%,9.999999999999997e-97,96.4,152903,MK771096.1
"Pseudognaphalium luteoalbum voucher SALA:160659 plastid, partial genome",Pseudognaphalium luteoalbum,365,365,100%,9.999999999999997e-97,96.4,152701,MK570609.1
"Pseudognaphalium californicum voucher RSA:701560 plastid, partial genome",Pseudognaphalium californicum,365,365,100%,9.999999999999997e-97,96.4,152769,MK570608.1
"Pseudognaphalium sp. CHR655028 voucher CHR:655028 plastid, partial genome",Pseudognaphalium sp. CHR655028,365,365,100%,9.999999999999997e-97,96.4,152796,MK570607.1
"Pseudognaphalium sp. RS-2020 voucher CHR:646026 plastid, partial genome",Pseudognaphalium sp. RS-2020,365,365,100%,9.999999999999997e-97,96.4,152868,MK570606.1
"Pseudognaphalium luteoalbum voucher AK:363575 plastid, partial genome",Pseudognaphalium luteoalbum,365,365,100%,9.999999999999997e-97,96.4,152899,MK570605.1
"Pseudognaphalium sp. CHR654970 voucher CHR:654970 plastid, partial genome",Pseudognaphalium sp. CHR654970,365,365,100%,9.999999999999997e-97,96.4,152895,MK570604.1
"Pseudognaphalium sp. CHR646720 voucher CHR:646720 plastid, partial genome",Pseudognaphalium sp. CHR646720,365,365,100%,9.999999999999997e-97,96.4,152878,MK570603.1
"Pseudognaphalium sp. RS-2020 voucher CHR:606033 plastid, partial genome",Pseudognaphalium sp. RS-2020,365,365,100%,9.999999999999997e-97,96.4,152691,MK570602.1
"Pseudognaphalium sp. CHR639461 plastid, partial genome",Pseudognaphalium sp. CHR639461,365,365,100%,9.999999999999997e-97,96.4,152885,MK570601.1
"Pseudognaphalium sp. AK363506 voucher AK:363506 plastid, partial genome",Pseudognaphalium sp. AK363506,365,365,100%,9.999999999999997e-97,96.4,152886,MK570600.1
"Pseudognaphalium sp. RS-2020 voucher AK228446 plastid, partial genome",Pseudognaphalium sp. RS-2020,365,365,100%,9.999999999999997e-97,96.4,152805,MK570599.1
"Pseudognaphalium sp. CHR654973 voucher CHR:654973 plastid, partial genome",Pseudognaphalium sp. CHR654973,365,365,100%,9.999999999999997e-97,96.4,152947,MK570598.1
"Pseudognaphalium sp. RS-2020 voucher CHR493823 plastid, partial genome",Pseudognaphalium sp. RS-2020,365,365,100%,9.999999999999997e-97,96.4,152719,MK570597.1
"Gamochaeta coarctata voucher CHR:655029 plastid, partial genome",Gamochaeta coarctata,365,365,100%,9.999999999999997e-97,96.4,152035,MK570596.1
"Pseudognaphalium sandwicensium voucher BISH:659206 plastid, partial genome",Pseudognaphalium sandwicensium,365,365,100%,9.999999999999997e-97,96.4,152995,MK570594.1
"Pseudognaphalium sandwicensium var. hawaiiense voucher BISH:263456 plastid, partial genome",Pseudognaphalium sandwicensium var. hawaiiense,365,365,100%,9.999999999999997e-97,96.4,152771,MK570593.1
"Pseudognaphalium oligandrum voucher BC:867618 plastid, partial genome",Pseudognaphalium oligandrum,365,365,100%,9.999999999999997e-97,96.4,152797,MK570591.1
"Rhaponticum uniflorum chloroplast, complete genome",Rhaponticum uniflorum,365,365,100%,9.999999999999997e-97,96.4,152760,MW683229.1
"Damnacanthus indicus voucher LS201904803 chloroplast, complete genome",Damnacanthus indicus,365,365,100%,9.999999999999997e-97,96.4,153997,MW548283.1
"Taraxacum erythrospermum chloroplast, complete genome",Taraxacum erythrospermum,365,365,100%,9.999999999999997e-97,96.4,151173,MN689810.1
"Taraxacum coreanum chloroplast, complete genome",Taraxacum coreanum,365,365,100%,9.999999999999997e-97,96.4,151338,MN689809.1
"Taraxacum coreanum chloroplast, complete genome",Taraxacum coreanum,365,365,100%,9.999999999999997e-97,96.4,151451,MN689808.1
"Tugarinovia mongolica chloroplast, complete genome",Tugarinovia mongolica,365,365,100%,9.999999999999997e-97,96.4,153475,NC_057258.1
"Ainsliaea latifolia chloroplast, complete genome",Ainsliaea latifolia,365,365,100%,9.999999999999997e-97,96.4,152812,NC_056135.1
"Taraxacum hallaisanense chloroplast, complete genome",Taraxacum hallaisanense,365,365,100%,9.999999999999997e-97,96.4,151554,NC_057107.1
"Sonchus arvensis chloroplast, complete genome",Sonchus arvensis,365,365,100%,9.999999999999997e-97,96.4,151967,NC_054161.1
"Gymnanthemum amygdalinum chloroplast, complete genome",Gymnanthemum amygdalinum,365,365,100%,9.999999999999997e-97,96.4,153133,NC_053851.1
"Cirsium japonicum chloroplast, complete genome",Cirsium japonicum,365,365,100%,9.999999999999997e-97,96.4,152602,NC_053767.1
"Carduus crispus chloroplast, complete genome",Carduus crispus,365,365,100%,9.999999999999997e-97,96.4,152342,NC_053726.1
"Uncaria rhynchophylla chloroplast, complete genome",Uncaria rhynchophylla,365,365,100%,9.999999999999997e-97,96.4,154870,NC_053701.1
"Lactuca sativa var. angustana chloroplast, complete genome",Lactuca sativa var. angustana,365,365,100%,9.999999999999997e-97,96.4,152744,MT162684.1
"Dendroseris pinnata chloroplast, complete genome",Dendroseris pinnata,365,365,100%,9.999999999999997e-97,96.4,152290,NC_051926.1
"Dendroseris marginata chloroplast, complete genome",Dendroseris marginata,365,365,100%,9.999999999999997e-97,96.4,152261,NC_051925.1
"Dendroseris macrantha chloroplast, complete genome",Dendroseris macrantha,365,365,100%,9.999999999999997e-97,96.4,152263,NC_051924.1
"Dendroseris berteroana chloroplast, complete genome",Dendroseris berteroana,365,365,100%,9.999999999999997e-97,96.4,152199,NC_051923.1
"Dendroseris litoralis chloroplast, complete genome",Dendroseris litoralis,365,365,100%,9.999999999999997e-97,96.4,152263,NC_051922.1
"Dendroseris micrantha chloroplast, complete genome",Dendroseris micrantha,365,365,100%,9.999999999999997e-97,96.4,152327,NC_051921.1
"Dendroseris pruinata chloroplast, complete genome",Dendroseris pruinata,365,365,100%,9.999999999999997e-97,96.4,152348,NC_051920.1
"Cirsium japonicum var. spinosissimum chloroplast, complete genome",Cirsium japonicum var. spinosissimum,365,365,100%,9.999999999999997e-97,96.4,152342,NC_050046.1
"Cirsium japonicum var. spinosissimum chloroplast, complete genome",Cirsium japonicum var. spinosissimum,365,365,100%,9.999999999999997e-97,96.4,152342,MT022427.1
"Paederia scandens voucher ZH026 chloroplast, complete genome",Paederia scandens,365,365,100%,9.999999999999997e-97,96.4,153626,NC_049155.1
"Scyphiphora hydrophyllacea chloroplast, complete genome",Scyphiphora hydrophyllacea,365,365,100%,9.999999999999997e-97,96.4,155132,NC_049078.1
"Lactuca sativa cultivar Salinas chloroplast, complete genome",Lactuca sativa,365,365,100%,9.999999999999997e-97,96.4,152772,DQ383816.1
"Lactuca sativa chloroplast DNA, complete genome",Lactuca sativa,365,365,100%,9.999999999999997e-97,96.4,152765,AP007232.1
"Oroxylum indicum chloroplast, complete genome",Oroxylum indicum,363,363,99%,3.999999999999999e-96,96.38,162123,MN933930.1
"Wenchengia alternifolia isolate HN chloroplast, complete genome",Wenchengia alternifolia,363,363,99%,3.999999999999999e-96,96.38,152843,MN128379.1
"Wenchengia alternifolia isolate VN chloroplast, complete genome",Wenchengia alternifolia,363,363,99%,3.999999999999999e-96,96.38,152171,MN128378.1
"Clerodendrum yunnanense chloroplast, complete genome",Clerodendrum yunnanense,363,363,99%,3.999999999999999e-96,96.38,151691,MN814862.1
"Clerodendrum mandarinorum chloroplast, complete genome",Clerodendrum mandarinorum,363,363,99%,3.999999999999999e-96,96.38,151288,MN814861.1
"Amethystea caerulea chloroplast, complete genome",Amethystea caerulea,363,363,99%,3.999999999999999e-96,96.38,151890,MN814858.1
"Rubia cordifolia chloroplast, complete genome",Rubia cordifolia,363,363,99%,3.999999999999999e-96,96.38,153555,NC_047470.1
"Rubia cordifolia chloroplast, complete genome",Rubia cordifolia,363,363,99%,3.999999999999999e-96,96.38,153555,MN736957.1
"Salvia hispanica chloroplast, complete genome",Salvia hispanica,363,363,99%,3.999999999999999e-96,96.38,150980,NC_046838.1
"Salvia hispanica chloroplast, complete genome",Salvia hispanica,363,363,99%,3.999999999999999e-96,96.38,150980,MT083896.1
"Mentha canadensis chloroplast, complete genome",Mentha canadensis,363,363,99%,3.999999999999999e-96,96.38,152154,NC_044082.1
"Wightia speciosissima chloroplast, complete genome",Wightia speciosissima,363,363,99%,3.999999999999999e-96,96.38,153621,NC_042955.1
"Wightia speciosissima chloroplast, complete genome",Wightia speciosissima,363,363,99%,3.999999999999999e-96,96.38,153621,MK381318.1
"Nyctanthes arbor-tristis voucher M:C. Parma 9713 chloroplast, complete genome",Nyctanthes arbor-tristis,363,363,99%,3.999999999999999e-96,96.38,155565,NC_042277.1
"Nyctanthes arbor-tristis voucher M:C. Parma 9713 chloroplast, complete genome",Nyctanthes arbor-tristis,363,363,99%,3.999999999999999e-96,96.38,155565,MH817877.1
"Amphilophium aschersonii voucher L.G. Lohmann 390 photosystem II protein H (psbH) gene, complete cds; chloroplast",Amphilophium aschersonii,363,363,99%,3.999999999999999e-96,96.38,222,MG750203.1
"Lancea tibetica chloroplast, complete genome",Lancea tibetica,363,363,99%,3.999999999999999e-96,96.38,153665,NC_037693.1
"Tecomaria capensis voucher L.H.M. Fonseca 305 chloroplast, complete genome",Tecomaria capensis,363,363,99%,3.999999999999999e-96,96.38,153263,NC_037462.1
"Lancea hirsuta chloroplast, complete genome",Lancea hirsuta,363,363,99%,3.999999999999999e-96,96.38,154045,NC_037506.1
"Lancea tibetica chloroplast, complete genome",Lancea tibetica,363,363,99%,3.999999999999999e-96,96.38,153665,MF593117.1
"Anemopaegma oligoneuron voucher A. Nogueira 171 chloroplast, complete genome",Anemopaegma oligoneuron,363,363,99%,3.999999999999999e-96,96.38,167621,NC_037232.1
"Sampaiella trichoclada chloroplast, partial genome",Sampaiella trichoclada,363,363,99%,3.999999999999999e-96,96.38,155506,MG831879.1
"Adenocalymma dusenii chloroplast, partial genome",Adenocalymma dusenii,363,363,99%,3.999999999999999e-96,96.38,154483,MG831852.1
"Podranea ricasoliana chloroplast, partial genome",Podranea ricasoliana,363,363,99%,3.999999999999999e-96,96.38,154982,MG831877.1
"Tecomaria capensis voucher L.H.M. Fonseca 305 chloroplast, complete genome",Tecomaria capensis,363,363,99%,3.999999999999999e-96,96.38,153263,MG831880.1
"Adenocalymma divaricatum voucher L.H.M. Fonseca 281 chloroplast, complete genome",Adenocalymma divaricatum,363,363,99%,3.999999999999999e-96,96.38,158645,NC_037456.1
"Anemopaegma oligoneuron voucher A. Nogueira 171 chloroplast, complete genome",Anemopaegma oligoneuron,363,363,99%,3.999999999999999e-96,96.38,167621,MF460835.1
"Adenocalymma subspicatum voucher R.G. Udulutsch 2758 chloroplast, complete genome",Adenocalymma subspicatum,363,363,99%,3.999999999999999e-96,96.38,157089,MG008315.1
"Lavandula angustifolia chloroplast, complete genome",Lavandula angustifolia,363,363,99%,3.999999999999999e-96,96.38,153448,KT948988.1
"Tanaecium tetragonolobum chloroplast, complete genome",Tanaecium tetragonolobum,363,363,99%,3.999999999999999e-96,96.38,153776,KR534325.1
"Salvia nemorosa voucher Aust 180 photosystem II protein H (psbH) gene, complete cds; plastid",Salvia nemorosa,363,363,99%,3.999999999999999e-96,96.38,222,KT177766.1
"Salvia semiatrata chloroplast, complete genome",Salvia semiatrata,363,363,99%,3.999999999999999e-96,96.38,151036,MT156370.1
"Salvia tubifera chloroplast, complete genome",Salvia tubifera,363,363,99%,3.999999999999999e-96,96.38,150977,MT156369.1
"Salvia iodantha chloroplast, complete genome",Salvia iodantha,363,363,99%,3.999999999999999e-96,96.38,150814,MT156366.1
"Salvia curviflora chloroplast, complete genome",Salvia curviflora,363,363,99%,3.999999999999999e-96,96.38,150986,MT156364.1
"Clerodendrum cyrtophyllum chloroplast, complete genome",Clerodendrum cyrtophyllum,363,363,99%,3.999999999999999e-96,96.38,152052,MZ958825.1
"Buddleja lindleyana chloroplast, complete genome",Buddleja lindleyana,363,363,99%,3.999999999999999e-96,96.38,154487,MW556315.1
"Elsholtzia splendens chloroplast, complete genome",Elsholtzia splendens,363,363,99%,3.999999999999999e-96,96.38,151224,MW900173.1
